Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofMatl,Exterior1st,Exterior2nd,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,YrSold,SalePrice
622,60,RL,90,10800,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,2Story,6,7,1974,1997,CompShg,HdBoard,HdBoard,TA,TA,No,ALQ,956,Rec,182,384,1522,Y,1548,1066,0,2614,0,0,2,1,4,1,TA,9,Typ,1,TA,Attchd,1974,RFn,2,624,TA,TA,Y,38,2008,240000
623,20,RL,71,7064,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,5,6,1977,1977,CompShg,Plywood,Plywood,TA,TA,No,BLQ,560,Unf,0,420,980,Y,980,0,0,980,0,0,1,0,3,1,TA,6,Typ,0,NA,Detchd,1986,Unf,2,484,TA,TA,Y,192,2009,135000
624,160,FV,NA,2117,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,TwnhsE,2Story,6,5,2000,2000,CompShg,MetalSd,MetalSd,Gd,TA,No,GLQ,420,Unf,0,336,756,Y,756,756,0,1512,0,0,2,1,2,1,Gd,4,Typ,1,TA,Detchd,2000,Unf,2,440,TA,TA,Y,0,2007,168500
625,60,RL,80,10400,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,2Story,6,5,1972,1972,CompShg,VinylSd,VinylSd,TA,TA,No,Rec,247,Unf,0,485,732,Y,1012,778,0,1790,1,0,1,2,4,1,TA,8,Min2,1,TA,Attchd,1972,RFn,2,484,TA,TA,Y,148,2006,165150
626,20,RL,87,10000,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Norm,1Fam,1Story,6,6,1962,1962,CompShg,Wd Sdng,Wd Sdng,TA,TA,No,Unf,0,Unf,0,1116,1116,Y,1116,0,0,1116,0,0,1,1,3,1,TA,5,Typ,0,NA,Attchd,1962,Unf,2,440,TA,TA,Y,0,2010,160000
627,20,RL,NA,12342,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,5,5,1960,1978,CompShg,Wd Sdng,Wd Sdng,TA,TA,No,Unf,0,Unf,0,978,978,Y,1422,0,0,1422,0,0,1,0,3,1,TA,6,Min1,1,TA,Attchd,1960,RFn,1,286,TA,TA,Y,0,2007,139900
628,80,RL,80,9600,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,SLvl,6,6,1955,1972,CompShg,AsbShng,AsbShng,TA,TA,Av,BLQ,674,LwQ,132,350,1156,Y,1520,0,0,1520,1,0,1,0,3,1,TA,7,Typ,2,Gd,Basment,1955,RFn,1,364,TA,TA,Y,0,2010,153000
629,60,RL,70,11606,Pave,NA,IR1,HLS,AllPub,Inside,Sev,Norm,1Fam,2Story,5,5,1969,1969,CompShg,Plywood,Plywood,Gd,TA,Av,Rec,650,Unf,0,390,1040,Y,1040,1040,0,2080,0,1,1,2,5,1,Fa,9,Typ,2,TA,Attchd,1969,Unf,2,504,TA,TA,Y,335,2007,135000
630,80,RL,82,9020,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Feedr,1Fam,SLvl,6,5,1964,1964,WdShngl,Plywood,Wd Sdng,TA,TA,Gd,GLQ,624,Rec,336,288,1248,Y,1350,0,0,1350,1,0,1,1,3,1,TA,6,Typ,0,NA,Attchd,1964,RFn,2,520,TA,TA,Y,176,2008,168500
631,70,RM,50,9000,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,Artery,1Fam,2Story,5,6,1880,1991,CompShg,VinylSd,VinylSd,Fa,Fa,No,Unf,0,Unf,0,636,636,Y,1089,661,0,1750,0,0,1,0,3,1,Ex,8,Typ,0,NA,Detchd,1937,Unf,1,240,Fa,Po,N,0,2006,124000
632,120,RL,34,4590,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Twnhs,1Story,8,5,2006,2006,CompShg,VinylSd,VinylSd,Gd,Gd,Mn,GLQ,24,Unf,0,1530,1554,Y,1554,0,0,1554,0,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2006,RFn,2,627,TA,TA,Y,156,2007,209500
633,20,RL,85,11900,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,7,5,1977,1977,CompShg,Plywood,Plywood,TA,TA,No,ALQ,822,Unf,0,564,1386,Y,1411,0,0,1411,0,0,2,0,3,1,TA,6,Typ,1,TA,Attchd,1977,Fin,2,544,TA,TA,Y,192,2009,82500
634,20,RL,80,9250,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Norm,1Fam,1Story,5,7,1954,2005,CompShg,Wd Sdng,Wd Sdng,TA,TA,No,BLQ,480,LwQ,468,108,1056,Y,1056,0,0,1056,0,1,1,0,3,1,TA,6,Typ,0,NA,Attchd,1954,Unf,1,260,TA,TA,Y,390,2007,139400
635,90,RL,64,6979,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Duplex,SFoyer,6,5,1980,1980,CompShg,Plywood,Plywood,TA,TA,No,GLQ,1056,Unf,0,0,1056,Y,1056,0,0,1056,2,0,0,0,0,2,TA,4,Typ,0,NA,Detchd,1980,Unf,2,576,TA,TA,Y,264,2010,144000
636,190,RH,60,10896,Pave,Pave,Reg,Bnk,AllPub,Inside,Gtl,Feedr,2fmCon,2.5Fin,6,7,1914,1995,CompShg,VinylSd,VinylSd,TA,Fa,No,LwQ,256,Unf,0,1184,1440,Y,1440,1440,515,3395,0,0,2,0,8,2,Fa,14,Typ,0,NA,NA,NA,NA,0,0,NA,NA,N,0,2007,200000
637,30,RM,51,6120,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,2,3,1936,1950,CompShg,AsbShng,AsbShng,TA,Fa,No,Unf,0,Unf,0,264,264,N,800,0,0,800,0,0,1,0,1,1,Fa,4,Maj1,1,Po,NA,NA,NA,0,0,NA,NA,N,0,2009,60000
638,190,RM,50,6000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,2fmCon,1.5Fin,5,4,1954,1954,CompShg,Wd Sdng,Wd Sdng,TA,TA,No,Unf,0,Unf,0,811,811,Y,811,576,0,1387,0,0,2,0,3,2,Gd,7,Typ,0,NA,BuiltIn,1954,Unf,1,256,TA,TA,Y,0,2009,93000
639,30,RL,67,8777,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Feedr,1Fam,1Story,5,7,1910,1950,CompShg,MetalSd,Wd Sdng,Fa,TA,No,Unf,0,Unf,0,796,796,Y,796,0,0,796,0,0,1,0,2,1,TA,4,Typ,0,NA,NA,NA,NA,0,0,NA,NA,P,328,2008,85000
640,120,RL,53,3982,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,TwnhsE,1Story,8,5,2006,2006,CompShg,VinylSd,VinylSd,Gd,Gd,Av,GLQ,1154,Unf,0,366,1520,Y,1567,0,0,1567,1,0,2,0,1,1,Ex,7,Typ,1,Gd,Attchd,2006,Fin,3,648,TA,TA,Y,312,2006,264561
641,120,RL,62,12677,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,TwnhsE,1Story,8,5,2003,2004,CompShg,MetalSd,MetalSd,Ex,TA,Gd,GLQ,1218,Unf,0,300,1518,Y,1518,0,0,1518,0,0,1,1,1,1,Ex,6,Typ,1,Gd,Attchd,2003,RFn,2,588,TA,TA,Y,185,2008,274000
642,60,FV,NA,7050,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,2Story,7,5,2001,2001,CompShg,VinylSd,VinylSd,Gd,TA,No,GLQ,738,Unf,0,319,1057,Y,1057,872,0,1929,1,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,2001,Fin,2,650,TA,TA,Y,0,2007,226000
643,80,RL,75,13860,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,SLvl,8,7,1972,1995,CompShg,Plywood,Wd Sdng,Gd,TA,Gd,GLQ,1410,Unf,0,542,1952,Y,2000,704,0,2704,1,0,2,1,4,1,Ex,9,Typ,3,TA,Attchd,1972,Fin,2,538,TA,TA,Y,269,2009,345000
644,60,RL,80,10793,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,RRAn,1Fam,2Story,5,5,1969,1969,CompShg,WdShing,HdBoard,TA,TA,No,Rec,493,BLQ,287,0,780,Y,780,840,0,1620,0,0,2,1,4,1,TA,7,Min1,0,NA,Attchd,1969,Fin,2,462,TA,TA,Y,208,2007,152000
645,20,FV,85,9187,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,9,5,2009,2009,CompShg,CemntBd,CmentBd,Ex,TA,Mn,GLQ,1121,Unf,0,645,1766,Y,1766,0,0,1766,1,0,2,1,2,1,Ex,7,Typ,1,Gd,Attchd,2009,Fin,3,478,TA,TA,Y,195,2009,370878
646,20,RL,NA,10530,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Norm,1Fam,1Story,6,5,1971,1971,CompShg,Plywood,Plywood,TA,TA,No,ALQ,282,LwQ,35,664,981,Y,981,0,0,981,1,0,1,1,3,1,TA,5,Typ,0,NA,Detchd,1979,Unf,2,576,TA,TA,Y,0,2007,143250
647,20,RL,60,7200,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,5,5,1950,1950,CompShg,MetalSd,MetalSd,NA,NA,NA,NA,0,NA,0,0,0,Y,1048,0,0,1048,0,0,1,0,3,1,TA,7,Min1,0,NA,Detchd,1950,Unf,2,420,TA,TA,Y,0,2008,98300
648,20,RL,85,10452,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,6,5,1953,1953,CompShg,Wd Sdng,Wd Sdng,TA,TA,Mn,Rec,500,Unf,0,594,1094,Y,1094,0,0,1094,0,0,1,0,3,1,TA,5,Typ,2,Gd,Attchd,1953,RFn,2,495,TA,TA,Y,0,2008,155000
649,60,RL,70,7700,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,PosN,1Fam,2Story,6,5,1966,1966,CompShg,MetalSd,MetalSd,TA,TA,No,Unf,0,Unf,0,756,756,Y,1051,788,0,1839,0,0,1,1,4,1,TA,7,Typ,1,TA,Attchd,1966,Unf,2,442,TA,TA,Y,0,2010,155000
650,180,RM,21,1936,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Twnhs,SFoyer,4,6,1970,1970,CompShg,CemntBd,CmentBd,Gd,TA,Av,BLQ,131,GLQ,499,0,630,Y,630,0,0,630,1,0,1,0,1,1,TA,3,Typ,0,NA,NA,NA,NA,0,0,NA,NA,Y,0,2007,84500
651,60,FV,65,8125,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,2Story,7,6,2007,2007,CompShg,CemntBd,CmentBd,Gd,TA,No,Unf,0,Unf,0,813,813,Y,822,843,0,1665,0,0,2,1,3,1,Gd,7,Typ,0,NA,Attchd,2007,RFn,2,562,TA,TA,Y,0,2008,205950
652,70,RL,60,9084,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Artery,1Fam,2Story,4,5,1940,1950,CompShg,MetalSd,MetalSd,TA,TA,Mn,Unf,0,Unf,0,755,755,Y,755,755,0,1510,1,0,1,0,4,1,TA,7,Typ,1,Gd,Detchd,1940,Unf,1,296,Fa,Po,P,120,2009,108000
653,60,RL,70,8750,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,2Story,7,5,1996,1996,CompShg,VinylSd,VinylSd,Gd,TA,No,Unf,0,Unf,0,880,880,Y,909,807,0,1716,0,0,2,1,2,1,Gd,7,Typ,1,TA,Attchd,1996,RFn,2,512,TA,TA,Y,0,2009,191000
654,50,RM,60,10320,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1.5Fin,6,7,1906,1995,CompShg,MetalSd,MetalSd,TA,TA,No,Unf,0,Unf,0,756,756,Y,756,713,0,1469,0,0,1,0,3,1,TA,7,Typ,0,NA,Detchd,1906,Unf,1,216,TA,TA,Y,57,2008,135000
655,20,RL,91,10437,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,8,6,1995,1995,CompShg,MetalSd,MetalSd,Gd,TA,Gd,GLQ,1696,Unf,0,413,2109,Y,2113,0,0,2113,1,0,2,1,2,1,Gd,7,Typ,1,TA,Attchd,1995,Fin,3,839,TA,TA,Y,236,2008,350000
656,160,RM,21,1680,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Twnhs,2Story,6,5,1971,1971,CompShg,HdBoard,ImStucc,TA,TA,No,Unf,0,Unf,0,525,525,Y,525,567,0,1092,0,0,1,1,3,1,TA,6,Typ,0,NA,Detchd,1971,Unf,1,264,TA,TA,Y,0,2010,88000
657,20,RL,72,10007,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,5,7,1959,2006,CompShg,HdBoard,HdBoard,TA,TA,No,ALQ,806,Unf,0,247,1053,Y,1053,0,0,1053,1,0,1,1,3,1,Gd,5,Typ,0,NA,Attchd,1959,RFn,1,312,TA,TA,Y,0,2008,145500
658,70,RL,60,7200,Pave,NA,Reg,HLS,AllPub,Inside,Mod,Norm,1Fam,2Story,7,6,1931,2000,CompShg,Stucco,Wd Shng,Gd,TA,No,Unf,0,Unf,0,776,776,Y,851,651,0,1502,0,0,1,1,3,1,TA,6,Typ,1,Gd,Attchd,1931,RFn,1,270,TA,TA,P,0,2008,149000
659,50,RL,78,17503,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Artery,1Fam,1.5Fin,6,5,1948,1950,CompShg,VinylSd,VinylSd,TA,TA,No,Unf,0,Unf,0,912,912,Y,912,546,0,1458,0,1,1,0,3,1,TA,6,Typ,1,Gd,Attchd,1948,Unf,1,330,TA,TA,Y,192,2010,97500
660,20,RL,75,9937,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Norm,1Fam,1Story,5,7,1964,1999,CompShg,MetalSd,MetalSd,TA,TA,No,BLQ,637,Unf,0,849,1486,Y,1486,0,0,1486,1,0,1,0,3,1,TA,7,Typ,0,NA,Detchd,1968,Fin,2,480,TA,TA,Y,0,2009,167000
661,60,RL,NA,12384,Pave,NA,Reg,Lvl,AllPub,CulDSac,Gtl,Norm,1Fam,2Story,7,7,1976,1976,CompShg,Plywood,Plywood,Gd,TA,No,Unf,0,Unf,0,793,793,Y,1142,793,0,1935,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1976,RFn,2,550,TA,TA,Y,0,2007,197900
662,60,RL,52,46589,Pave,NA,IR2,Lvl,AllPub,CulDSac,Gtl,Norm,1Fam,2Story,8,7,1994,2005,CompShg,VinylSd,VinylSd,Gd,Gd,No,GLQ,1361,Rec,180,88,1629,Y,1686,762,0,2448,1,0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,1994,RFn,3,711,TA,TA,Y,517,2009,402000
663,20,RL,120,13560,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Norm,1Fam,1Story,6,3,1968,1968,CompShg,Wd Sdng,Wd Sdng,Fa,Fa,No,Unf,0,Unf,0,1392,1392,Y,1392,0,0,1392,1,0,1,0,2,1,TA,5,Maj2,2,TA,Attchd,1968,RFn,2,576,TA,TA,Y,0,2009,110000
664,85,RL,90,10012,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,SFoyer,4,5,1972,1972,CompShg,Plywood,Plywood,Gd,TA,Av,BLQ,920,Rec,180,38,1138,Y,1181,0,0,1181,1,0,2,0,3,1,TA,6,Typ,0,NA,Detchd,1974,RFn,2,588,TA,TA,Y,0,2008,137500
665,20,RL,49,20896,Pave,NA,IR2,Lvl,AllPub,CulDSac,Gtl,RRAn,1Fam,1Story,8,5,2005,2006,CompShg,VinylSd,VinylSd,Ex,TA,Mn,GLQ,1721,Unf,0,356,2077,Y,2097,0,0,2097,1,0,1,1,1,1,Ex,8,Typ,1,Ex,Attchd,2005,Fin,3,1134,TA,TA,Y,192,2006,423000
666,60,RL,106,11194,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Norm,1Fam,2Story,8,5,2000,2000,CompShg,VinylSd,VinylSd,Gd,TA,No,Unf,0,Unf,0,1406,1406,Y,1454,482,0,1936,0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,2000,RFn,2,504,TA,TA,Y,188,2006,230500
667,60,RL,NA,18450,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,1Fam,2Story,6,5,1965,1979,Tar&Grv,Plywood,Plywood,Gd,TA,No,LwQ,187,Rec,723,111,1021,Y,1465,915,0,2380,0,0,2,1,3,1,TA,7,Sev,1,Po,CarPort,1965,Unf,2,596,TA,TA,Y,0,2007,129000
668,20,RL,65,8125,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,6,5,1994,1998,CompShg,HdBoard,HdBoard,Gd,TA,No,GLQ,1138,Unf,0,270,1408,Y,1679,0,0,1679,1,0,2,0,3,1,Gd,7,Typ,1,Fa,Attchd,1994,RFn,2,575,TA,TA,Y,224,2008,193500
669,20,RL,NA,14175,Pave,NA,Reg,Bnk,AllPub,Corner,Mod,Norm,1Fam,1Story,5,6,1956,1987,CompShg,CemntBd,Wd Sdng,TA,TA,No,Rec,988,Unf,0,200,1188,Y,1437,0,0,1437,1,0,1,1,3,1,TA,6,Min2,1,TA,Detchd,1999,Unf,2,576,TA,TA,Y,304,2006,168000
670,30,RL,80,11600,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,4,5,1922,1950,CompShg,MetalSd,MetalSd,Fa,TA,No,Unf,0,Unf,0,700,700,Y,1180,0,0,1180,0,0,1,0,2,1,Fa,5,Typ,1,Gd,Detchd,1922,Unf,1,252,TA,Fa,Y,0,2006,137500
671,60,RL,64,8633,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,Norm,1Fam,2Story,6,5,2005,2005,CompShg,VinylSd,VinylSd,Gd,TA,No,GLQ,193,Unf,0,545,738,Y,738,738,0,1476,1,0,2,1,3,1,Gd,7,Typ,0,NA,Attchd,2005,Fin,2,540,TA,TA,Y,100,2009,173500
672,70,RH,54,6629,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Artery,1Fam,2Story,6,6,1925,1950,CompShg,Wd Sdng,Wd Sdng,TA,TA,No,BLQ,551,Unf,0,121,672,N,697,672,0,1369,1,0,2,0,3,1,TA,6,Typ,0,NA,Detchd,1930,Unf,1,300,TA,TA,Y,147,2009,103600
673,20,RL,NA,11250,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,6,6,1977,1977,CompShg,Plywood,Plywood,Gd,TA,No,ALQ,767,Unf,0,441,1208,Y,1208,0,0,1208,1,0,1,1,3,1,TA,6,Typ,1,TA,Attchd,1977,RFn,2,546,TA,TA,Y,198,2006,165000
674,20,RL,110,14442,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,6,7,1957,2004,CompShg,CemntBd,CmentBd,TA,TA,No,GLQ,1186,Unf,0,291,1477,Y,1839,0,0,1839,1,0,2,0,3,1,Gd,7,Typ,2,TA,Attchd,1957,Fin,2,416,TA,TA,Y,0,2007,257500
675,20,RL,80,9200,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,6,6,1965,1965,CompShg,HdBoard,HdBoard,TA,TA,No,Rec,892,Unf,0,244,1136,Y,1136,0,0,1136,1,0,1,0,3,1,TA,5,Typ,1,Gd,Attchd,1965,RFn,1,384,TA,TA,Y,426,2008,140000
676,160,RL,24,2289,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Twnhs,2Story,6,6,1978,1978,CompShg,Plywood,Brk Cmn,TA,TA,No,ALQ,311,Unf,0,544,855,Y,855,586,0,1441,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1978,Unf,2,440,TA,TA,Y,28,2009,148500
677,70,RM,60,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,2Story,4,2,1900,1950,CompShg,AsbShng,Stucco,TA,Fa,No,Unf,0,Unf,0,1095,1095,N,1095,679,0,1774,1,0,2,0,4,2,TA,8,Min2,0,NA,2Types,1920,Unf,3,779,Fa,Fa,N,0,2006,87000
678,30,RL,52,9022,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,5,8,1924,2006,CompShg,VinylSd,VinylSd,TA,TA,No,Unf,0,Unf,0,768,768,Y,792,0,0,792,0,0,1,0,2,1,Gd,5,Typ,0,NA,Detchd,1924,Unf,1,240,Fa,Fa,N,316,2009,109500
679,20,RL,80,11844,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,8,5,2008,2008,CompShg,VinylSd,VinylSd,Ex,TA,Mn,Unf,0,Unf,0,2046,2046,Y,2046,0,0,2046,0,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2008,Fin,3,834,TA,TA,Y,322,2009,372500
680,20,RL,NA,9945,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,5,5,1961,1961,CompShg,Wd Sdng,Wd Sdng,TA,TA,No,Rec,827,Unf,0,161,988,Y,988,0,0,988,1,0,1,0,3,1,TA,5,Typ,0,NA,Detchd,1963,Unf,2,572,TA,TA,Y,0,2007,128500
681,120,RL,50,8012,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,TwnhsE,1Story,6,5,1980,1980,CompShg,Plywood,Plywood,Gd,TA,No,BLQ,543,BLQ,119,261,923,Y,923,0,0,923,0,0,2,0,2,1,TA,5,Typ,1,TA,Attchd,1980,RFn,1,264,TA,TA,Y,80,2010,143000
682,50,RH,55,4500,Pave,Pave,IR2,Bnk,AllPub,Inside,Gtl,Norm,1Fam,1.5Fin,5,5,1932,2000,CompShg,VinylSd,Stucco,TA,TA,No,Rec,182,Unf,0,611,793,Y,848,672,0,1520,0,0,1,0,3,1,TA,6,Typ,0,NA,Detchd,1968,Unf,1,281,TA,TA,Y,0,2009,159434
683,120,RL,NA,2887,Pave,NA,Reg,HLS,AllPub,Inside,Gtl,Norm,1Fam,1Story,6,5,1996,1997,CompShg,Wd Sdng,Wd Sdng,Gd,TA,Mn,GLQ,1003,Unf,0,288,1291,Y,1291,0,0,1291,1,0,1,0,2,1,Gd,6,Typ,1,Gd,Attchd,1996,Unf,2,431,TA,TA,Y,307,2008,173000
684,20,RL,90,11248,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Norm,1Fam,1Story,9,5,2002,2002,CompShg,VinylSd,VinylSd,Gd,TA,Av,GLQ,1059,Unf,0,567,1626,Y,1668,0,0,1668,1,0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,2002,Fin,3,702,TA,TA,Y,257,2007,285000
685,60,RL,58,16770,Pave,NA,IR2,Lvl,AllPub,CulDSac,Gtl,Norm,1Fam,2Story,7,5,1998,1998,CompShg,VinylSd,VinylSd,Gd,TA,No,Unf,0,Unf,0,1195,1195,Y,1195,644,0,1839,0,0,2,1,4,1,TA,7,Typ,0,NA,Attchd,1998,Fin,2,486,TA,TA,Y,0,2010,221000
686,160,RL,NA,5062,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Norm,TwnhsE,2Story,7,5,1984,1984,CompShg,HdBoard,HdBoard,Gd,TA,Mn,GLQ,828,LwQ,182,180,1190,Y,1190,900,0,2090,1,0,2,0,3,1,Gd,6,Min1,1,TA,Attchd,1984,Fin,2,577,TA,TA,Y,219,2007,207500
687,60,FV,84,10207,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,2Story,7,6,2007,2007,CompShg,VinylSd,VinylSd,Gd,TA,No,Unf,0,Unf,0,874,874,Y,874,887,0,1761,0,0,3,0,3,1,Gd,7,Typ,0,NA,Attchd,2007,Fin,2,578,TA,TA,Y,144,2007,227875
688,160,FV,NA,5105,Pave,NA,IR2,Lvl,AllPub,FR2,Gtl,Norm,TwnhsE,2Story,7,5,2004,2004,CompShg,MetalSd,MetalSd,Gd,TA,No,GLQ,239,Unf,0,312,551,Y,551,551,0,1102,0,0,2,1,2,1,Gd,4,Typ,0,NA,Detchd,2004,Unf,2,480,TA,TA,Y,0,2007,148800
689,20,RL,60,8089,Pave,NA,Reg,HLS,AllPub,Inside,Gtl,Norm,1Fam,1Story,8,6,2007,2007,CompShg,MetalSd,MetalSd,Gd,TA,Av,GLQ,945,Unf,0,474,1419,Y,1419,0,0,1419,1,0,2,0,2,1,Gd,7,Typ,1,Gd,Attchd,2007,RFn,2,567,TA,TA,Y,140,2007,392000
690,120,RL,61,7577,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Norm,TwnhsE,1Story,6,5,2005,2006,CompShg,VinylSd,VinylSd,Gd,TA,Av,ALQ,20,Unf,0,1342,1362,Y,1362,0,0,1362,0,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2005,RFn,2,460,TA,TA,Y,192,2007,194700
691,120,RM,NA,4426,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,TwnhsE,1Story,6,5,2004,2004,CompShg,VinylSd,VinylSd,Gd,TA,Gd,GLQ,697,Unf,0,151,848,Y,848,0,0,848,1,0,1,0,1,1,Gd,3,Typ,1,TA,Attchd,2004,RFn,2,420,TA,TA,Y,149,2008,141000
692,60,RL,104,21535,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Norm,1Fam,2Story,10,6,1994,1995,WdShngl,HdBoard,HdBoard,Ex,TA,Gd,GLQ,1455,Unf,0,989,2444,Y,2444,1872,0,4316,0,1,3,1,4,1,Ex,10,Typ,2,Ex,Attchd,1994,Fin,3,832,TA,TA,Y,382,2007,755000
693,60,RL,42,26178,Pave,NA,IR1,Lvl,AllPub,Inside,Mod,Norm,1Fam,2Story,7,5,1989,1990,CompShg,MetalSd,MetalSd,Gd,TA,Gd,GLQ,965,Unf,0,245,1210,Y,1238,1281,0,2519,1,0,2,1,4,1,Gd,9,Typ,2,Gd,Attchd,1989,RFn,2,628,TA,TA,Y,320,2006,335000
694,30,RL,60,5400,Pave,NA,Reg,Lvl,AllPub,Corner,Sev,Norm,1Fam,1Story,5,6,1921,1968,CompShg,MetalSd,MetalSd,TA,TA,No,Unf,0,Unf,0,1073,1073,Y,1073,0,0,1073,0,0,1,0,2,1,TA,4,Typ,0,NA,Detchd,1968,Unf,1,326,TA,TA,Y,0,2006,108480
695,50,RM,51,6120,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Norm,1Fam,1.5Fin,5,6,1936,1950,CompShg,Wd Sdng,Wd Sdng,TA,TA,No,Unf,0,Unf,0,927,927,Y,1067,472,0,1539,0,0,1,1,3,1,TA,5,Typ,0,NA,Detchd,1995,Unf,2,576,TA,TA,Y,112,2009,141500
